text,title,href
 Python Web自动化测试入门与实战 从入门到入行、 一线测试工程师 手把手教学,本书主要分三篇14章，主要内容概述如下： 基础篇（第1章~第7章） 自动化测试基础知识。 本篇主要讲述自动化测试人员需要掌握的基本知识，从代码使用层面进行介绍，包括Python基础、WebDriver API的使用及单元测试框架UnitTest、Pytest等知识。基础篇主要是为自动化测试实践打下牢固基础，适合初学自动化测试的人员学习。 实践篇（第8章~第10章） 自动化测试项目实战。 本篇主要介绍自动化测试项目的应用。首先以数据驱动模型和PO模型为基础进行实战练习，然后介绍持续集成在自动化测试中的应用。项目实战篇适合具有一定基础的自动化测试人员学习。学完实践篇读者会对项目解析、自动化框 架搭建、模块封装、用例组织、测试报告生成和持续集成有一定程度的认知，并运用于自己的项目。 卓异篇（第11章~第14章） 拓展知识面并提高项目质量。 一个完整的自动,//product.dangdang.com/28551658.html
 Python游戏超详细实战攻略（微课视频版） 13小时视频详解20多个经典游戏的开发，在趣味性学习中掌握Python语言,1.详细解析连连看、推箱子、中国象棋、两人麻将、扫雷游戏、华容道、贪吃蛇、黑白棋和飞机大战等20多个经典游戏的开发过程，使读者在充满乐趣的学习过程中掌握Python语言开发技能。 2.提供近13小时（760分钟）视频讲解，读者可以随时手机观看。 3.提供书中全部游戏的实战代码，读者可以免费下载和学习。,//product.dangdang.com/29412928.html
 流畅的Python 第2版(全2册) 人民邮电出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,一、领域好书【领域好书】Python 进阶指南，精通 Python 绕不开的推荐作品【好评如潮】Amazon 4.7 星评，豆瓣评分 9.4，近 8 万读者学习【作者资深】25 年一线研发经验，PSF（Python软件基金会）成员二、内容精良【知识聚焦】专注 Python 核心特性和标准库，助你掌握语言底层逻辑【通俗易读】近 500 段代码示例 + 多图多表，文笔诙谐，语言流畅【Pythonic】写简洁、流畅、地道的 Python 代码，飙升编程效率三、新版特色【优化升级】内容更新率超过 3 成，基于 Python 3.10 新升级【分上下册】新版拆分为上下两册（480/292页），更方便更易读,//product.dangdang.com/11417187647.html
 Python大数据分析与可视化 教学资源包括：1. 教学大纲；2. 教学PPT；3. 源代码；4. 习题答案。以丰富案例介绍Python数据分析与数据处理,（1）本书内容丰富，涵盖了数据分析中主流常用库：NumPy、Pandas、Matplotlib和Seaborn等，内容系统详细。配套资源丰富，方便教学和学习。 （2）内容从Python的基础知识讲起，结合应用背景，由浅入深，力求易懂，尽量避免晦涩难懂的专业解释，帮助读者轻松入门。 （3）结合有应用背景的例子，尽量做到知识点有应用点，透彻讲述了数据处理、分析以及可视化。 （4）本书采用图文结合的方式，能够让读者直观、清晰地了解操作步骤和呈现效果，方便读者校对操作时的正误。,//product.dangdang.com/29652909.html
 Python强化学习：算法、核心技术与行业应用 AI和ML领域的知名专家和博主重磅作品，囊括行业前沿技术,强化学习(RL)是用于创建自学习自主智能体的人工智能方法。本书基于强大的理论基础，采用实用的方法来研究强化学习，并使用受现实世界中商业和行业问题启发的实际示例来教授先进的强化学习知识。 本书首先介绍老虎机问题、马尔可夫决策过程和动态规划，带你深入了解经典强化学习技术，包括蒙特卡罗方法和时间差分学习方法。然后，你将了解深度Q-学习、策略梯度方法、Actor-Critic算法、基于模型的方法以及多智能体强化学习。接下来，本书将介绍一些成功的强化学习实现背后的关键方法，例如，域随机化和好奇心驱动的强化学习。 随着学习的深入，你将使用现代Python库（例如，TensorFlow和Ray的RLlib包）探索许多具有高级实现的新颖算法。你还将了解如何在机器人、供应链管理、市场营销、金融、智慧城市与网络安全等领域应用强化学习技术，同时评估不,//product.dangdang.com/29635450.html
 Python图像处理与采集（第2版） 全方位的图像处理和图像采集的综合讲解工具书,全面讲解如何使用Python进行图像处理和采集，配套源代码,//product.dangdang.com/29520654.html
 Python设计模式实战（英文版） 本书阐述经过验证的、可视化的、示例驱动的模式，从而使读者可以编写更加健壮、高效、易于维护的Python代码,本书的可视化演示使模式更易于使用，同时使读者可以利用Python丰富的函数构建复杂程序。,//product.dangdang.com/29653860.html
 Python语言程序设计入门实验指导（第二版） 建议配套教材(ISBN为9787302637271)使用，随书附赠实例源文件，获取地址见书内容简介网址，或前言和封底二维码。教材服务QQ:1815317009,基础构建：配合教材，以丰富的实验项目帮助读者掌握Python语言的基础知识和基本方法，扎实构建程序设计基础。 思维扩展：用紧跟时事的实训内容，帮助读者通过实战提高分析问题、解决问题的能力，使读者掌握利用Python语言编写程序、解决实际问题的能力。,//product.dangdang.com/29607765.html
 面向师范生的Python编程导论 ,空,//product.dangdang.com/29501953.html
 Python程序设计 ,空,//product.dangdang.com/29364793.html
 线性代数与Python解法 线性代数人工智能机器学习的数学统计概率数学之美计算机编程语言书籍 官方正版 出版社直发,空,//product.dangdang.com/11736684314.html
 Python中文自然语言处理基础与实战 ,欢迎加入人邮大数据教师服务群：669819871 1.内容契合“1+X”证书制度试点工作中的大数据应用开发（Python）职业技能高级证书考核标准 2.全书与真实案例相结合，方便读者系统学习并动手实践 3.全书紧扣任务需求展开，不堆积知识点，着重于思路的启发与解决方案的实施,//product.dangdang.com/29345388.html
 零基础学Python+ChatGPT AI人工智能时代下程序设计编程提高学习和开发效率 机器学习动手学习自然语言处理 ,1、内容由浅入深，循序渐进，从零开始学会Python和ChatGPT 2、内容全面，体系完整，ChatGPT使用方法和Python的基本语法一看就懂 3、图文并茂，数百张图片演示，完全图解步骤教学，看完就上手 4、大量简单的应用实例，逻辑清楚，容易理解，边学边做，更易记牢 5、将ChatGPT应用到Python学习的过程，程序撰写更有效率,//product.dangdang.com/29705570.html
 Python预测之美：数据分析与算法实战 以Python语言为基础，配合原理、方法、案例进行讲解，专注预测专题，体系化介绍预测技术工程实施的技能，深度剖析预测原理，细致解读数据分析算法,以Python语言为基础，配合原理、方法、案例进行讲解 专注预测专题，体系化介绍预测技术工程实施的***技能 深度剖析预测原理，细致解读数据分析算法,//product.dangdang.com/28982031.html
 Python贝叶斯分析（第2版） 全彩印刷，PyMC3和ArviZ的核心开发者教你用Python实现统计建模和概率编程，建立灵活的贝叶斯思维，快速分析数据，有效解决问题。,1.概率编程库PyMC3和可视化库ArviZ的核心开发者Osvaldo Martin多年的经验总结，内容可靠实用 2.应用广泛的统计学模型与计算机方法的巧妙结合，知识点丰富，易学易懂 3.帮助读者建立灵活的贝叶斯思维，有效提高数据可靠性，提升数据分析效率,//product.dangdang.com/29552868.html
 Python Web开发技术与应用（Flask版）（微课版） ,空,//product.dangdang.com/11521626100.html
 正版 小学生C++趣味编程 潘洪波 上下册 小学生c++少儿编程书籍scratch少儿童趣味编程入门教程书 python ,空,//product.dangdang.com/11538915304.html
 Python数据科学基础 从Python编程快速过渡到利用Python完成数据分析，成为Python数据分析师,数据科学和机器学习领域经常使用Python。如果你对这两个领域特别感兴趣，却又不太清楚如何有针对性地学习Python，那么本书可以为你提供一些帮助。 本书作者经验丰富，能够量体裁衣，为你提供指导。 从Python编程快速过渡到利用Python完成数据分析；面向各行各业的从业人员和各专业的学生。,//product.dangdang.com/29677387.html
 中学生算法竞赛――Python程序设计基础 提高广大中学生程序设计水平，聚焦算法与优化设计，瞄准高水平信息类竞赛。 中学生编程入门宝典、进阶提高秘籍，一册在手编程无忧！,本书分上下两册。上册为中学生Python编程基础，目标为广大中学生；下册内容分C 语言进阶、数据结构、基础算法部分，目标对象为参加信息学奥赛的同学，使他们能够从Python编程平滑过度到C 编程，为竞赛打下坚实基础。,//product.dangdang.com/29704085.html
 Python程序设计与应用（第二版）(应用型高等院校改革创新示范教材) ,空,//product.dangdang.com/29694234.html
" 明解Python [日]柴田望洋著,周凯 译 人民邮电出版社 9787115583765 ",299段代码＋165幅图表，更生动、更易懂； 全彩印刷：技术书也能赏心悦目； 原版系列累计120万册，荣获日本工学教育协会著作奖； 扎实基础＋掌握实际运用Python编程的能力，入门Python，推荐这本！,//product.dangdang.com/11613582952.html
 基于Python的Google App Engine编程 ,空,//product.dangdang.com/1481921491.html
 基于Python的金融分析与风险管理（第2版） 9787115571854 人民邮电出版社 正版图书，收到货可开电子发票。划线价为市场参考价，划线价格并非图书的定价，商品图片仅供参考，以实物为准。（书名没写全多少册的均为单本价格）,1.更丰富的教学内容：第2版从12章扩展到15章，并依次划分为基础篇、中阶篇以及高阶篇，方便读者从入门到进阶进行阶段性的学习； 1.更丰富的金融产品：第2版新增汇率产品、互换合约、商品期货、可提前行权的美式期权期货期权等，进一步完善“金融知识图谱”； 2.更广泛的量化模型：第2版新增现金流模型、汇率套利模型、股票定价模型、卡玛指数等，使读者能掌握更丰富的金融量化分析工具； 3.更完备的金融示例：第2版示例数量从第1版的224个增加至318个，以此多方面涵盖新增的金融产品与量化模型，相关数据更新至2020年。 4.更高阶的软件版本：优化了代码示例，使用更新的Python第三方模块，提升了代码性能。,//product.dangdang.com/11829298166.html
 疯狂Python讲义 5周年纪念版 Python语法结构函数编程类对象模块包异常处理IO编程数据库编程并发编程网络通信编 ,空,//product.dangdang.com/11820627274.html
 趣玩Python 自动化办公真简单 双色+视频版 关东升 著 程序设计（新）专业科技 正版图书籍 电子工业出版社 ,空,//product.dangdang.com/11815672274.html
 快学Python 自动化办公轻松实战 9787121436345 电子工业出版社 正版图书，收到货可开电子发票。划线价为市场参考价，划线价格并非图书的定价，商品图片仅供参考，以实物为准。（书名没写全多少册的均为单本价格）,适读人群 ：零基础学Python的读者；想要学习Python提高办公效率的职场人；大学生等 用Python帮你自动化操作 Excel Word PPT PDF 数据分析 图片处理 文件处理 即时通信…… 实现自动化办公、提前下班的必选秘籍 100+Python知识点图解 30+Python自动化办公案例 10+Python经典办公项目实战 作者原创文章全网累计阅读量超2000000 B站、抖音、知乎、CSDN、公众号等平台的Python大V倾情力荐 全彩;知识点图解;案例实战 赠案例代码 学习视频 学习路线图,//product.dangdang.com/11829101906.html
 基于Python的金融分析与风险管理 正版书籍，满额减，电子发票,金融科技时代已经到来，善于将金融理论与IT技术进行深度融合的人，将成为新时代独具竞争力的金融科技类人才。无论是打算在金融领域求职的新人，还是希望进一步提升个人能力的“职场老手”，本书都值得一看。 1.内容前沿，将Python编程与金融分析、风险管理巧妙结合，金融科技新时代。 2.源于实践，整合了作者20余年的金融从业经验和Python编程实践。 3.实例丰富，44个金融实战案例，彰显Python在金融领域运用的简洁与高效。 4.注重效率，清晰的编程步骤和详尽的代码注释，帮你轻松理解并掌握Python编程。 5.覆盖面广，案例涵盖货币市场、债券市场、股票市场、期货市场和期权市场。 6.聚焦风控，深度剖析各类金融产品的风险，讨论风险管理的重要工具和量化模型。,//product.dangdang.com/11819277927.html
 用Python动手学强化学习+用Python动手学机器学习+用Python动手学统计学 python统计分析方法强化学习 ,空,//product.dangdang.com/11786100155.html
 正版Python预测之美 数据分析与算法实战 python数据分析书籍 电子工业 工程预测算法线性回归及优化复杂回归时间 ,空,//product.dangdang.com/11807553274.html
 用Python写网络爬虫 正版现货，可开发票,《用Python写网络爬虫》讲解了如何使用Python来编写网络爬虫程序，内容包括网络爬虫简介，从页面中抓取数据的三种方法，提取缓存中的数据，使用多个线程和进程来进行并发抓取，如何抓取动态页面中的内容，与表单进行交互，处理页面中的验证码问题，以及使用Scarpy和Portia来进行数据抓取，使用本书介绍的数据抓取技术对几个真实的网站进行了抓取，旨在帮者活学活用书中介绍的技术。《用Python写网络爬虫》适合有一定Python编程经验，而且对爬虫技术感兴趣的读者阅读。,//product.dangdang.com/11816329820.html
" 【正版】 明解Python算法与数据结构 [日]柴田望洋 著,张弥 译 人民邮电出版社 9787115606549 团购咨询在线客服",空,//product.dangdang.com/11753483687.html
 利用Python进行数据分析:原书第3版 ,空,//product.dangdang.com/11820588324.html
 用Python编程和实践！数学教科书 机器学习 chatgpt聊天机器人 深度学习中必要的基础知识 人工智能 数学基础书 ,空,//product.dangdang.com/11752596990.html
" 利用Python进行数据分析 (美)韦斯・麦金尼(Wes McKinney) 著,徐敬一 译【正版保证】. 全国三仓发货，物流便捷，下单秒杀，欢迎选购！",空,//product.dangdang.com/11713424157.html
 【正版】给Python点颜色 青少年学编程 佘友军 著 人民邮电出版社 9787115512321 可开发票，正版现货，支持7天无理由退换货,空,//product.dangdang.com/11776864432.html
 漫画Python 编程入门*简单 Python编程入门到实践 青少年编程 Python趣味编程入门人 ,空,//product.dangdang.com/11763008910.html
 精通Python爬虫框架Scrapy ,空,//product.dangdang.com/11144489326.html
 自学Python 编程基础科学计算及数据分析 【正品保证，进入店铺更多优惠！】,《自学Python编程基础、科学计算及数据分析》是面向Python初学者的一本实用学习笔记。全书共0章 第章介绍Python的基础知识，包括Anaconda、IPython解释器、JupyterNotebook等Python基本工具的使用 第2章介绍Python的基本用法，包括基本语法、数据类型、判断与循环、函数与模块、异常与警告以及文件读写等 第3章介绍Python的进阶用法，包括函数进阶、迭代器和生成器、装饰器、上下文管理器以及变量作用域等 第4章介绍常见的Python标准库的使用 第5章介绍Python的科学计算基础模块NumPy，包括NumPy数组的基本�ぷ鳌⒐悴セ�制、索引和读写 第6章介绍Python的可视化模块Matplotlib，包括基于函数和对象的可视化�ぷ� 第7章介绍Python的科学计算进阶模块SciPy，包括一些高等数学的�ぷ� 第8章介绍Python的数据分析基础模块Pandas，包括Series和DataFrame的使用 第9章介绍Python的面向对象编程，包括对象,//product.dangdang.com/11790221860.html
 基于Python的金融分析与风险管理 正版书籍，满额减，电子发票,金融科技时代已经到来，善于将金融理论与IT技术进行深度融合的人，将成为新时代独具竞争力的金融科技类人才。无论是打算在金融领域求职的新人，还是希望进一步提升个人能力的“职场老手”，本书都值得一看。 1.内容前沿，将Python编程与金融分析、风险管理巧妙结合，金融科技新时代。 2.源于实践，整合了作者20余年的金融从业经验和Python编程实践。 3.实例丰富，44个金融实战案例，彰显Python在金融领域运用的简洁与高效。 4.注重效率，清晰的编程步骤和详尽的代码注释，帮你轻松理解并掌握Python编程。 5.覆盖面广，案例涵盖货币市场、债券市场、股票市场、期货市场和期权市场。 6.聚焦风控，深度剖析各类金融产品的风险，讨论风险管理的重要工具和量化模型。,//product.dangdang.com/11793737860.html
 快学Python：自动化办公轻松实战 Python自动化办公案例 入门Python编程和自动化办公书籍 黄伟 朱鹏伟 电 ,空,//product.dangdang.com/11820626584.html
 【正版】 例解Python:Python编程快速入门践行指南 张志刚 电子工业出版社 9787121401435 团购咨询在线客服,空,//product.dangdang.com/11752828917.html
 利用Python进行数据分析 ,空,//product.dangdang.com/11376222324.html
 新版python编程从入门到精通计算机零基础自学全套python零基础从入门到实战编程语言程序爬虫精通教程程序设计开发正 ,空,//product.dangdang.com/11821720644.html
 精通Python设计模式 第二版 第2版 软件工程书籍教程 系统架构 微服务设计模式之禅可复用软件开发程序设 ,空,//product.dangdang.com/11285674324.html
 自学Python 编程基础科学计算及数据分析【正版.】 正版图书，下单前请先咨询客服！,《自学Python编程基础、科学计算及数据分析》是面向Python初学者的一本实用学习笔记。全书共0章 第章介绍Python的基础知识，包括Anaconda、IPython解释器、JupyterNotebook等Python基本工具的使用 第2章介绍Python的基本用法，包括基本语法、数据类型、判断与循环、函数与模块、异常与警告以及文件读写等 第3章介绍Python的进阶用法，包括函数进阶、迭代器和生成器、装饰器、上下文管理器以及变量作用域等 第4章介绍常见的Python标准库的使用 第5章介绍Python的科学计算基础模块NumPy，包括NumPy数组的基本�ぷ鳌⒐悴セ�制、索引和读写 第6章介绍Python的可视化模块Matplotlib，包括基于函数和对象的可视化�ぷ� 第7章介绍Python的科学计算进阶模块SciPy，包括一些高等数学的�ぷ� 第8章介绍Python的数据分析基础模块Pandas，包括Series和DataFrame的使用 第9章介绍Python的面向对象编程，包括对象,//product.dangdang.com/11777192774.html
 【速发】用Python轻松处理Excel数据 阳光灿烂 人民邮电出版社 9787115614513 可开发票，正版现货，支持7天无理由退换货,空,//product.dangdang.com/11780696922.html
 用Python学数学 Python编程从入门到实践Python3快速上手程序员的数学基础课算法代数学 ,空,//product.dangdang.com/11763999940.html
 趣玩Python 自动化办公真简单 双色+视频版 关东升 著 程序设计（新）专业科技 正版图书籍 电子工业出版社 ,空,//product.dangdang.com/11769549684.html
 高python核心编程 开启精通python编程世界之旅 米努・科利 著 颉腾 ,空,//product.dangdang.com/11448309990.html
" 【正版】 明解Python算法与数据结构 [日]柴田望洋 著,张弥 译 人民邮电出版社 9787115606549 ",空,//product.dangdang.com/11753637637.html
 我的Python世界 玩《Minecraft我的世界》学Python编程 青少年编程入门 创客图书 ,空,//product.dangdang.com/11314971584.html
 疯狂Python讲义(疯狂软件教育标准教材) ,空,//product.dangdang.com/11813762766.html
 趣味Python编程入门(10岁以上) ,空,//product.dangdang.com/11747086116.html
 利用Python进行数据分析 ,空,//product.dangdang.com/11775586820.html
 虫术Python绝技 正版书籍，满额减，电子发票,适读人群 ：本书适合后端的Python开发者以及对爬虫技术感兴趣的读者。 本书基于Python这门灵活且简洁的语言，结合作者在网络数据爬取和大数据方面的实际工程经验，使得本书更具实用性。本书旨在让更多数据工作者或编程爱好者在大数据时代从海量的信息中通过掌握“虫术”来获取对自已或企业有价值的信息。,//product.dangdang.com/11794797720.html
 我的Python世界 玩《Minecraft我的世界》学Python编程(修订版) 程晨 著 专业科技 编程语言 程序设 ,空,//product.dangdang.com/11771351294.html
" 简明Python教程 石向荣,张帅 编 店内满减，达额立减，可开发票，欢迎选购！【部分套装书为单本价，请咨询线上客服】",空,//product.dangdang.com/11222543990.html
 R与Python的数据分析核心技巧――能源化学数据挖掘及可视化实战 ,空,//product.dangdang.com/11768866580.html
" 利用Python进行数据分析 (美)韦斯・麦金尼(Wes McKinney) 著,徐敬一 译 机械工业出版社【正版】 ",空,//product.dangdang.com/11765825580.html
 新版Python实验指导与习题集第2版楚红梁磊主编东南大学出版社 ,空,//product.dangdang.com/11820648904.html
 我的Python世界（修订版）玩《Minecraft我的世界》学Python编程 计算机编程语言程序设计书籍 ,空,//product.dangdang.com/11834584735.html
 利用Python进行数据分析 【速开发票，优质售后，支持7天无理由退换】,空,//product.dangdang.com/11745041820.html
 正版Python预测之美 数据分析与算法实战 python数据分析书籍 电子工业 工程预测算法线性回归及优化复杂回归时间 ,空,//product.dangdang.com/11808328862.html
 学习python 正版书籍，满额减，电子发票,空,//product.dangdang.com/11791683770.html
 新版python编程从入门到精通计算机零基础自学全套python零基础从入门到实战编程语言程序爬虫精通教程程序设计开发正 ,空,//product.dangdang.com/11829729075.html
 正版Python数据分析与可视化 微课视频版 魏伟一 出版社 计算机科学与技术Python程序设计从入门到精通教材教程书 ,空,//product.dangdang.com/11813357714.html
 图解Python---轻松快速掌握实力派脚本语言精华 9787515357201 中国青年出版社 收到货可开电子发票。划线价为市场参考价，商品图片仅供参考，以实物为准。（书名没写全多少册的均为单本价格）,想要轻松有趣学习编程的人的好伴侣！日本超高人气的绘本系列图书之图解Python闪亮来袭！累计70万+！全新的编程体验让你惊叹连连：原来编程还可以这样学！打破以往枯燥式的讲解，寓教于乐！形式像绘本一样有趣，内容像辞典一样严谨！ 为什么学习Python？ 语言的简洁性、易读性，以及可扩展性 当今备受欢迎的程序设计语言之一 没有任何编程基础，也能轻松学会 为什么选择本书？ 有趣 你见过一本用插图来讲解Python的书吗？轻松有趣的同时，该讲的知识却一点儿也不落下！ 科学 常常为不知该怎么学好Python而烦恼？秉持寓教于乐的理念，带你体验科学的学习方法！ 省心 在众多的Python书籍中眼花缭乱，不知所措？寻找优质的Python入门教程，这一本就Go！,//product.dangdang.com/11827385916.html
 新版Python实验指导与习题集第2版楚红梁磊主编东南大学出版社 ,空,//product.dangdang.com/11826772075.html
" 【正版】图解Python--轻松快速掌握实力派脚本语言精华 [日]株式会社ANK,周昊天 中国青年出版社 9787515 可开发票，正版现货，支持7天无理由退换货",空,//product.dangdang.com/11775833532.html
 趣玩Python 自动化办公真简单 双色+视频版 关东升 著 程序设计（新）专业科技 正版图书籍 电子工业出版社 ,空,//product.dangdang.com/11841652761.html
 高级Python核心编程:开启精通Python编程世界之旅:begin your journey to master t ,空,//product.dangdang.com/11718741948.html
 正版Python编程从入门到实战 python小白学习手册基础教程python入门到精通计算机编程零基础自学初学程序设计 ,空,//product.dangdang.com/11791982735.html
 易学Python 【正版图书】 【店主推荐，正版书放心购买，可开发票】,《易学Python》采用简洁、有趣、易学的方式对Python编程语言进行了讲解，其风格与通篇介绍编程特性、罗列语言功能的大多数编程图书不同，而是引导读者带着好奇，带着问题去学习的、掌握Python编程语言，继而编写真实而有用的程序。《易学Python》总共分为3部分，共2章，第部分介绍了为何使用Python来编程。从第2部分起，通过编写HunttheWumpus游戏带领读者认识并解决编程中的一些实际问题。例如，如何管理复杂的程序，确保其清晰易懂 如何在程序中使用Python标准库，以节省编程时间，同时让程序更容易理解 如何对编写好的程序进行测试 如何进行面向对象的程序设计。第3部分则使用框架对书中的程序进行完善，让读者对Python的强大功能有一个更深入的认识。本书还提供了一些Python资源，供读者深入学习的Python时参考。无论您是零基础的Python初学人员，还是具有其,//product.dangdang.com/11760398772.html
 用Python写网络爬虫 [澳]理查德・劳森（ 【正版图书】 【店主推荐，正版书放心购买，可开发票】,《用Python写网络爬虫》讲解了如何使用Python来编写网络爬虫程序，内容包括网络爬虫简介，从页面中抓取数据的三种方法，提取缓存中的数据，使用多个线程和进程来进行并发抓取，如何抓取动态页面中的内容，与表单进行交互，处理页面中的验证码问题，以及使用Scarpy和Portia来进行数据抓取，使用本书介绍的数据抓取技术对几个真实的网站进行了抓取，旨在帮者活学活用书中介绍的技术。《用Python写网络爬虫》适合有一定Python编程经验，而且对爬虫技术感兴趣的读者阅读。,//product.dangdang.com/11759131143.html
" 快学Python:自动化办公轻松实战 朱鹏伟（朱小五）,黄伟 9787121436345 电子工业出版社 ",适读人群 ：零基础学Python的读者；想要学习Python提高办公效率的职场人；大学生等 用Python帮你自动化操作 Excel Word PPT PDF 数据分析 图片处理 文件处理 即时通信…… 实现自动化办公、提前下班的必选秘籍 100+Python知识点图解 30+Python自动化办公案例 10+Python经典办公项目实战 作者原创文章全网累计阅读量超2000000 B站、抖音、知乎、CSDN、公众号等平台的Python大V倾情力荐 全彩印刷;知识点图解;案例实战 赠案例代码 学习视频 学习路线图,//product.dangdang.com/11357811153.html
 二手python语言程序设计教程赵璐9787313210050上海交通大学出版社极速发货任选 备注 ,空,//product.dangdang.com/11572546697.html
 学习python【正版图书，满额减】 【速开发票，优质售后，支持7天无理由退换】,空,//product.dangdang.com/11784075152.html
" 【速发】明解Python算法与数据结构 [日]柴田望洋 著,张弥 译 人民邮电出版社 9787115606549 可开发票，正版现货，支持7天无理由退换货",空,//product.dangdang.com/11781745152.html
 利用Python进行数据分析 唐学韬 python基础教程/python数据分析/计算机网络程序/企业数据分析/程序设计 ,空,//product.dangdang.com/11842087941.html
 我的Python世界 玩《Minecraft我的世界》学Python编程(修订版) 程晨 著 专业科技 编程语言 程序设 ,空,//product.dangdang.com/11775122113.html
" 明解Python算法与数据结构 [日]柴田望洋 著,张弥 译 人民邮电出版社 9787115606549 ",适读人群 ：本书适合所有Python程序员阅读，也可作为高等院校相关专业师生的参考书。 1.136段代码+213幅图表，透彻讲解算法与数据结构基础知识，比课本更生动、更易懂！ 2.原版系列累计超120万册，荣获日本工学教育协会作品奖。 3.日本编程教育界人才，书《明解C语言》作者倾力打造！算法与数据结构入门！ 4.版式优美，双色印刷，技术书也能赏心悦目。,//product.dangdang.com/11613592722.html
 自学Python 编程基础、科学计算及数据分析 正版书籍，满额减，电子发票,空,//product.dangdang.com/11813605520.html
" 利用Python进行数据分析 (美)韦斯・麦金尼(Wes McKinney) 著,徐敬一 译 机械工业出版社【正版保证】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！",空,//product.dangdang.com/11766015560.html
 用Python写网络爬虫 【正版】 【店主推荐，正版书放心购买，可开发票】,《用Python写网络爬虫》讲解了如何使用Python来编写网络爬虫程序，内容包括网络爬虫简介，从页面中抓取数据的三种方法，提取缓存中的数据，使用多个线程和进程来进行并发抓取，如何抓取动态页面中的内容，与表单进行交互，处理页面中的验证码问题，以及使用Scarpy和Portia来进行数据抓取，使用本书介绍的数据抓取技术对几个真实的网站进行了抓取，旨在帮者活学活用书中介绍的技术。《用Python写网络爬虫》适合有一定Python编程经验，而且对爬虫技术感兴趣的读者阅读。,//product.dangdang.com/11716347402.html
 简明Python教程 ,空,//product.dangdang.com/11787940060.html
 【正版】用户Python学习指南 数据科学方法 (印)A.奥利(A.Ohri) 机械工业出版社 978711161195 可开发票，正版现货，支持7天无理由退换货,空,//product.dangdang.com/11777117452.html
 精通Python爬虫框架Scrapy [美]迪米特里奥斯 考奇斯-劳卡斯(Dimitrios Kouzis-Loukas 正版图书，本店套装图书默认为单本，您下单前可咨询在线客服，谢谢！,Scrapy是一个开源的Python爬虫框架，可以用来轻松提取从页面数据。Scrapy带有丰富的特性，可通过简单的编码或配置来访问，从而可以节省开发人员数周的开发时间，并高效地提取所需数据。Scrapy有一个高度活跃且迅速增长的社区，而且已经成为黑客、创业者和Web爬取专家的框架。本书讲解了Scrapy的基础知识，讨论了如何从任意源提取数据，如何清理数据，以及如何使用Python和第三方API进行处理，以满足自身需求。本书还讲解了如何将爬取的数据高效地馈入数据库、搜索引擎和流数据处理系统（比如Apache Spark）。在学习完本书后，你将对数据爬取胸有成竹，并将数据应用在自己的应用程序中。本书内容：使用HTML和Xpath提取所需的数据；使用Python编写Scrapy爬虫，并在网络上进行爬取操作；将数据推送到任意数据库、搜搜引擎或分析系统的方法；配置爬虫，使其下载文件,//product.dangdang.com/11764763775.html
 趣玩Python(自动化办公真简单双色 视频版) ,空,//product.dangdang.com/11577386036.html
 中Python创意编程 ,空,//product.dangdang.com/11704523258.html
 【正版】 精通Python 未来科技 编著 中国水利水电出版社 9787517086789 团购咨询在线客服,空,//product.dangdang.com/11753162657.html
 乐学Python编程-做个游戏很简单 【速开发票，优质售后，支持7天无理由退换】,本书有以下特点： （1）市面上，针对少儿学习Python编程书很少，且属于译注，不适合中国儿童的思维。 （2）本书对基本概念的阐述使用了大量儿童易于理解的比喻和故事，避免对其进行专业术语的枯燥讲解。 （3）对计算机软硬件环境要求简单，只要拥有一台电脑，装好Windows操作系统，装好Python，便可以完成本书的所有案例。 （4）本书提供的编程案例，少儿非常感兴趣，愿意使用验证和改编。 （5）本书提供游戏编写，都是孩子们日常接触过的游戏，非常容易理解。 （6）本书使用大量对话式讲解，将读者可能的问题和回答表现出来。 （7）这部故事编程书，共有十四章，每章对应一个故事，每个故事中有一个或多个编程任务，寓教于乐，激发孩子的阅读兴趣。,//product.dangdang.com/11745506240.html
 掌控Python初学者指南 ,空,//product.dangdang.com/11749197376.html
 爱上Python 一日精通Python编程 ,※这本书在美国python类榜高居位置。※内容言简意赅，让你快速学会Python编程需要理解的知识，并更加注重实践，通过例子帮助你加深理解。※Python语言学习门槛不高，学会它，可以使你真正在工作中大显身手，提高工资。※学习一门新的编程语言并不要很难，通过这本书，轻松就能学会Python编程。※作者尽力让编程的初学者都可以理解其中的概念并将之运用到操作中，在挑选样例方面更加用心，使得每个样例都非常典型地阐释了相关的概念，便于读者在实践中加深理解。※译者是新浪微博研发工程师，实际运用Python语言工作，对Python有深刻的理解，翻译内容准确。※Python 中文社区创始人Zoom.Quiet (大妈)、Swift Weekly 的维护者梁杰、新浪微博应用开发工程师刘全倾情推荐。,//product.dangdang.com/11787092120.html
 基于Python的强化学习 9787519870379 中国电力出版社 正版图书，收到货可开电子发票。划线价为市场参考价，划线价格并非图书的定价，商品图片仅供参考，以实物为准。（书名没写全多少册的均为单本价格）,空,//product.dangdang.com/11829373126.html
 新版python编程从入门到实践第3版 python编程从入门到实战精通流畅python教程自学全套数据分析深度学习爬虫 ,空,//product.dangdang.com/11788804265.html
 精通Python自然语言处理 ,空,//product.dangdang.com/11284228046.html
